3170,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Островцы,Улица, ул. Подмосковная
3171,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Красноармейская
3172,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Куйбышева
3173,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Кратово,Улица, ул. Пушкинская
3174,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Кратово,Улица, ул. Ленгника
3175,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Приборостроителей
3176,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, пр-д. Железнодорожный
3177,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Гурьева
3178,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, ул. Первомайская
3179,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Быково,Улица, ул. Первомайская
3180,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Быково,Улица, ул. Леволинейная
3181,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Панино,Улица, ул. Новая
3182,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Кратово,Улица, ул. Чурилина
3183,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Денежниково,Дом, д.7
3184,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Островцы,Улица, ул. Подмосковная
3185,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Кузяевского Фарфорового Завода,Дом, д.5
3186,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Никитское,Дом, д.69
3187,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Кустарная
3188,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Электроизолятор,Дом, д.13
3189,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, пос. Красный Октябрь
3190,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Ильинский,Улица, ул. Рабочая
3191,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, ул. Октябрьская
3192,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Кузяевского Фарфорового Завода,Дом, д.19
3193,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, ул. Горячева
3194,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, пр-кт. Южный
3195,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, пр-д. Железнодорожный
3196,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Гжельского Кирпичного Завода,Дом, д.20
3197,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Литвиново,Улица, ул. Железнодорожная
3198,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Рабочая
3199,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Быково,Улица, ул. Щорса
3200,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Фоминское,Дом, д.8
3201,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Свободы
3202,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, ул. Солнечная
3203,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Никоновское,Улица, ул. Пионерская
3204,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Казанская
3205,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Быково,Улица, ул. Щорса
3206,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Десантная
3207,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Народная
3208,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Красноармейская
3209,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Михалевича
3210,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Космонавтов
3211,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Фабричная
3212,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Воровского
3213,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Чугунова
3214,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Электроизолятор,Дом, д.23
3215,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Гжельского Кирпичного Завода,Дом, д.14
3216,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Электроизолятор,Дом, д.2
3217,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Речицы,Улица, ул. Речицкий з-д
3218,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Коммунистическая
3219,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Быково,Улица, ул. Советская
3220,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Красноармейская
3221,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Солнцева
3222,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Космонавтов
3223,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Серова
3224,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, ул. Горячева
3225,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Ганусово,Дом, д.41
3226,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Чугунова
3227,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, ул. Октябрьская
3228,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Спартак,Дом, д.26
3229,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, ул. Октябрьская
3230,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Мира
3231,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, ул. Солнечная
3232,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Ильинский,Улица, ул. Октябрьская
3233,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Ганусово,Дом, д.56
3234,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Речицы,Улица, ул. Речицкий з-д
3235,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Михалевича
3236,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Полевая
3237,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Чугунова
3238,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, пос. Красный Октябрь
3239,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Ильинский,Улица, ул. Ленинская
3240,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Десантная
3241,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Нащекино,Дом, д.28
3242,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Толмачево,Дом, д.35
3243,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ш. Северное
3244,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Софьино,Дом, д.17
3245,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Свободы
3246,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Агашкино,Дом, д.137а
3247,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Ганусово,Дом, д.22
3248,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Гурьева
3249,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Кузяевского Фарфорового Завода,Дом, д.11
3250,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, ул. Полевая
3251,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Молодежная
3252,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Ремзавода,Дом, д.10
3253,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Кузнецово,Улица, ул. Центральная
3254,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Быково,Улица, ул. Щорса
3255,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Электроизолятор,Дом, д.27
3256,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Никоновское,Улица, ул. Пионерская
3257,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Дружба,Улица, ул. Первомайская
3258,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Родники,Улица, ул. Кооперативная
3259,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, пос. Красный Октябрь
3260,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Рыболово,Дом, д.74
3261,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Островцы,Улица, ул. Подмосковная
3262,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, ул. Тургенева
3263,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Ильинский,Улица, ул. Октябрьская
3264,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, пр-д. Сафоновский
3265,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Быково,Улица, ул. Чкалова
3266,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Дубовая Роща,Улица, ул. Спортивная
3267,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Заболотье,Улица, ул. СПТУ-93
3268,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Комбината стройматериалов-1,Дом, д.3
3269,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. станции Бронницы,Улица, ул. Лесная
3270,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Быково,Улица, ул. Чкалова
3271,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, ул. Солнечная
3272,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Молодежная
3273,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Речицы,Улица, ул. Совхозная
3274,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Ильинский,Улица, ул. Островского
3275,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Кузяевского Фарфорового Завода,Дом, д.7
3276,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Быково,Улица, ул. Леволинейная
3277,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, пос. Красный Октябрь
3278,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Дубовая Роща,Улица, ул. Спортивная
3279,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Коммунистическая
3280,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Михалевича
3281,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Дружба,Улица, ул. Первомайская
3282,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Ивановка,Дом, д.57
3283,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, пр-д. Осипенко
3284,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, ул. Шахова
3285,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Дружба,Улица, ул. Первомайская
3286,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Кирова
3287,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Денежниково,Дом, д.11
3288,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Колхозная
3289,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Казанская
3290,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, ул. Чехова
3291,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Стальконструкции
3292,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Опытное поле,Дом, д.8
3293,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Островцы,Улица, ул. Подмосковная
3294,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. 2-я Песочная
3295,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Коммунистическая
3296,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Кратово,Улица, ул. Мира
3297,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Десантная
3298,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Дубовая Роща,Улица, ул. Спортивная
3299,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Родники,Улица, ул. Б. Учительская
3300,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Фоминское,Дом, д.5
3301,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Михалевича
3302,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Михалевича
3303,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Михалевича
3304,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Панино,Улица, ул. Новая
3305,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Островцы,Улица, ул. Подмосковная
3306,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Рабочая
3307,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Родники,Улица, ул. Б. Учительская
3308,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Речицы,Улица, ул. Дом тяговой подстанции
3309,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Космонавтов
3310,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Чугунова
3311,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Коминтерна
3312,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Нефтегазосъемка
3313,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Быково,Улица, ул. Полевая
3314,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, ул. Октябрьская
3315,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Быково,Улица, ул. Параллельная
3316,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Никитское,Дом, д.68
3317,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Кузяевского Фарфорового Завода,Дом, д.6
3318,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Кузяевского Фарфорового Завода,Дом, д.17
3319,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Ганусово,Дом, д.46
3320,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Коммунистическая
3321,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Ильинский,Улица, ул. Театральная
3322,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Никоновское,Улица, ул. Академика Иванова
3323,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ш. Северное
3324,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Гжельского Кирпичного Завода,Дом, д.2
3325,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Опытное поле,Дом, д.1
3326,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, Зеленый городок
3327,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Константиново,Дом, д.5
3328,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Дубовая Роща,Улица, ул. Новая
3329,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Ремзавода,Дом, д.4
3330,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Константиново,Дом, д.18
3331,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, ул. Шахова
3332,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Константиново,Дом, д.10
3333,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Коммунистическая
3334,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Серова
3335,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Быково,Улица, ул. Опаринская
3336,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Быково,Улица, ул. Аэропортовская
3337,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Кратово,Улица, ул. Нижегородская
3338,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Гурьева
3339,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Кратово,Улица, ул. Мира
3340,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ш. Донинское
3341,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Электроизолятор,Дом, д.14
3342,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ш. Северное
3343,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Солнцева
3344,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Дергаевская
3345,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Коммунистическая
3346,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Фабричная
3347,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, ул. Октябрьская
3348,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Ганусово,Дом, д.28
3349,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Молодежная
3350,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Спец СМУ (ПМК-17)
3351,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Серова
3352,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Кирова
3353,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Ганусово,Дом, д.61
3354,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Воровского
3355,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. им. Тельмана,Дом, д.8
3356,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Молодежная
3357,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Красноармейская
3358,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Комбината стройматериалов-1,Дом, д.11
3359,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Опытное поле,Дом, д.9
3360,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Кратово,Улица, ул. Нижегородская
3361,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, ул. Первомайская
3362,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, пр-д. Пожарный 2-й
3363,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Воровского
3364,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Дружба,Улица, ул. Юбилейная
3365,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Дергаевская
3366,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, ул. Школьная
3367,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, пос. Красный Октябрь
3368,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, ул. Горячева
3369,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Космонавтов
3370,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Дергаевская
3371,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Фабричная
3372,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Островцы,Улица, ул. Подмосковная
3373,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Михалевича
3374,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, пос. Красный Октябрь
3375,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Красноармейская
3376,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Электроизолятор,Дом, д.15
3377,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Строительная
3378,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Родники,Улица, ул. Б. Учительская
3379,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Опытное поле,Дом, д.6
3380,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ш. Северное
3381,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Быково,Улица, ул. Щорса
3382,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Ильинский,Улица, ул. Московская
3383,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Михалевича
3384,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Толмачево,Дом, д.30
3385,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Куйбышева
3386,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Речицы,Улица, ул. Совхозная
3387,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Кузяевского Фарфорового Завода,Дом, д.15
3388,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Электроизолятор,Дом, д.4
3389,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, ул. Полевая
3390,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Коминтерна
3391,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Быково,Улица, ул. Леволинейная
3392,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Коминтерна
3393,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, Зеленый городок
3394,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Софьино,Дом, д.14
3395,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Московская
3396,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Быково,Улица, ул. Карла Маркса
3397,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Никоновское,Улица, ул. Пионерская
3398,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Родники,Улица, ул. Б. Учительская
3399,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Электроизолятор,Дом, д.52
3400,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Дергаевская
3401,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Гражданская
3402,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Комбината стройматериалов-1,Дом, д.5
3403,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Панино,Улица, ул. Новая
3404,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Воровского
3405,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Воровского
3406,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Коммунистическая
3407,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Константиново,Дом, д.15
3408,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Красноармейская
3409,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Быково,Улица, ул. Советская
3410,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Чугунова
3411,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Гжель,Улица, ул. Центральная
3412,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Ганусово,Дом, д.11
3413,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Быково,Улица, ул. Советская
