Полный адрес,Сегмент 1,Значение ,Сегмент 2,Значение,Сегмент 2,Значение ,Сегмент 3,Значение,Сегмент 4,Значение,Сегмент 5,Значение
"Московская обл., Богородский МР, д. Большое Буньково, мкр. Фабрики,  д.43",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,д. Большое Буньково,Микрорайон,мкр. Фабрики,Дом, д.43,,
"Московская обл., Богородский МР, д. Большое Буньково, мкр. Фабрики,  д.44",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,д. Большое Буньково,Микрорайон,мкр. Фабрики,Дом, д.44,,
"Московская обл., Богородский МР, д. Большое Буньково, мкр. Фабрики,  д.45",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,д. Большое Буньково,Микрорайон,мкр. Фабрики,Дом, д.45,,
"Московская обл., Богородский МР, д. Большое Буньково, мкр. Фабрики,  д.46",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,д. Большое Буньково,Микрорайон,мкр. Фабрики,Дом, д.46,,
"Московская обл., Богородский МР, д. Большое Буньково, мкр. Фабрики,  д.47",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,д. Большое Буньково,Микрорайон,мкр. Фабрики,Дом, д.47,,
"Московская обл., Богородский МР, д. Большое Буньково, мкр. Фабрики,  д.48",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,д. Большое Буньково,Микрорайон,мкр. Фабрики,Дом, д.48,,
"Московская обл., Богородский МР, п. Затишье,  д.17",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,п. Затишье,Дом, д.17,,,,
"Московская обл., Богородский МР, п. Затишье,  д.19",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,п. Затишье,Дом, д.19,,,,
"Московская обл., Богородский МР, п. Затишье,  д.22",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,п. Затишье,Дом, д.22,,,,
"Московская обл., Богородский МР, д. Караваево, ул. Боровая,  д.12",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,д. Караваево,Улица,ул. Боровая,Дом, д.12,,
"Московская обл., Богородский МР, д. Караваево, ул. Ленина,  д.6",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,д. Караваево,Улица,ул. Ленина,Дом, д.6,,
"Московская обл., Богородский МР, д. Караваево, ул. Ленина,  д.7",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,д. Караваево,Улица,ул. Ленина,Дом, д.7,,
"Московская обл., Богородский МР, д. Караваево, ул. Ленина,  д.8",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,д. Караваево,Улица,ул. Ленина,Дом, д.8,,
"Московская обл., Богородский МР, д. Караваево, ул. Ленина,  д.9",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,д. Караваево,Улица,ул. Ленина,Дом, д.9,,
"Московская обл., Богородский МР, д. Караваево, ул. Ленина,  д.10",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,д. Караваево,Улица,ул. Ленина,Дом, д.10,,
"Московская обл., Богородский МР, д. Караваево, ул. Ленина,  д.11",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,д. Караваево,Улица,ул. Ленина,Дом, д.11,,
"Московская обл., Богородский МР, д. Караваево, ул. Лесная,  д.14",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,д. Караваево,Улица,ул. Лесная,Дом, д.14,,
"Московская обл., Богородский МР, д. Караваево, ул. Спортивная,  д.1А",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,д. Караваево,Улица,ул. Спортивная,Дом, д.1А,,
"Московская обл., Богородский МР, д. Караваево, ул. Спортивная,  д.2",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,д. Караваево,Улица,ул. Спортивная,Дом, д.2,,
"Московская обл., Богородский МР, д. Караваево, ул. Спортивная,  д.2А",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,д. Караваево,Улица,ул. Спортивная,Дом, д.2А,,
"Московская обл., Богородский МР, д. Караваево, ул. Спортивная,  д.3",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,д. Караваево,Улица,ул. Спортивная,Дом, д.3,,
"Московская обл., Богородский МР, д. Караваево, ул. Спортивная,  д.3А",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,д. Караваево,Улица,ул. Спортивная,Дом, д.3А,,
"Московская обл., Богородский МР, д. Караваево, ул. Спортивная,  д.3/4",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,д. Караваево,Улица,ул. Спортивная,Дом, д.3/4,,
"Московская обл., Богородский МР, д. Караваево, ул. Спортивная,  д.4А",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,д. Караваево,Улица,ул. Спортивная,Дом, д.4А,,
"Московская обл., Богородский МР, д. Караваево, ул. Спортивная,  д.5А",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,д. Караваево,Улица,ул. Спортивная,Дом, д.5А,,
"Московская обл., Богородский МР, д. Караваево, ул. Спортивная,  д.6",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,д. Караваево,Улица,ул. Спортивная,Дом, д.6,,
"Московская обл., Богородский МР, д. Караваево, ул. Спортивная,  д.9",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,д. Караваево,Улица,ул. Спортивная,Дом, д.9,,
"Московская обл., Богородский МР, д. Караваево, ул. Спортивная,  д.12",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,д. Караваево,Улица,ул. Спортивная,Дом, д.12,,
"Московская обл., Богородский МР, д. Караваево, ул. Спортивная,  д.13",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,д. Караваево,Улица,ул. Спортивная,Дом, д.13,,
"Московская обл., Богородский МР, д. Караваево, ул. Спортивная,  д.14",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,д. Караваево,Улица,ул. Спортивная,Дом, д.14,,
"Московская обл., Богородский МР, д. Караваево, ул. Центральная,  д.1/2",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,д. Караваево,Улица,ул. Центральная,Дом, д.1/2,,
"Московская обл., Богородский МР, п. Новостройка,  д.1",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,п. Новостройка,Дом, д.1,,,,
"Московская обл., Богородский МР, п. Новостройка,  д.2",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,п. Новостройка,Дом, д.2,,,,
"Московская обл., Богородский МР, п. Новостройка,  д.3",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,п. Новостройка,Дом, д.3,,,,
"Московская обл., Богородский МР, п. Новостройка,  д.4",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,п. Новостройка,Дом, д.4,,,,
"Московская обл., Богородский МР, п. Новостройка,  д.5 ",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,п. Новостройка,Дом, д.5 ,,,,
"Московская обл., Богородский МР, п. Новостройка,  д.5э",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,п. Новостройка,Дом, д.5э,,,,
"Московская обл., Богородский МР, п. Новостройка,  д.6",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,п. Новостройка,Дом, д.6,,,,
"Московская обл., Богородский МР, п. Новостройка,  д.7",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,п. Новостройка,Дом, д.7,,,,
"Московская обл., Богородский МР, п. Новостройка,  д.8",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,п. Новостройка,Дом, д.8,,,,
"Московская обл., Богородский МР, п. Новостройка,  д.9",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,п. Новостройка,Дом, д.9,,,,
"Московская обл., Богородский МР, п. Новостройка,  д.10",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,п. Новостройка,Дом, д.10,,,,
"Московская обл., Богородский МР, п. Новостройка,  д.11",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,п. Новостройка,Дом, д.11,,,,
"Московская обл., Богородский МР, п. Новостройка,  д.12",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,п. Новостройка,Дом, д.12,,,,
"Московская обл., Богородский МР, п. Новостройка,  д.13",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,п. Новостройка,Дом, д.13,,,,
"Московская обл., Богородский МР, п. Новостройка,  д.14",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,п. Новостройка,Дом, д.14,,,,
"Московская обл., Богородский МР, п. Новостройка,  д.15",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,п. Новостройка,Дом, д.15,,,,
"Московская обл., Богородский МР, п. Новостройка,  д.16",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,п. Новостройка,Дом, д.16,,,,
"Московская обл., Богородский МР, п. Новостройка,  д.16э",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,п. Новостройка,Дом, д.16э,,,,
"Московская обл., Богородский МР, п. Новостройка,  д.17",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,п. Новостройка,Дом, д.17,,,,
"Московская обл., Богородский МР, п. Новостройка,  д.18",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,п. Новостройка,Дом, д.18,,,,
"Московская обл., Богородский МР, п. Новостройка,  д.19",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,п. Новостройка,Дом, д.19,,,,
"Московская обл., Богородский МР, п. Новостройка,  д.20",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,п. Новостройка,Дом, д.20,,,,
"Московская обл., Богородский МР, п. Новостройка,  д.21",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,п. Новостройка,Дом, д.21,,,,
"Московская обл., Богородский МР, р.п. Обухово, ул. 3 Интернационала, 52",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. 3 Интернационала,Дом,52,,
"Московская обл., Богородский МР, р.п. Обухово, ул. 40 лет Победы,  д.1",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. 40 лет Победы,Дом, д.1,,
"Московская обл., Богородский МР, р.п. Обухово, ул. 40 лет Победы,  д.3",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. 40 лет Победы,Дом, д.3,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Высоковольтная,  д.1",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Высоковольтная,Дом, д.1,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Карьер,  д.1",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Карьер,Дом, д.1,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Карьер,  д.2",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Карьер,Дом, д.2,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Карьер,  д.3",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Карьер,Дом, д.3,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Карьер,  д.4",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Карьер,Дом, д.4,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Кирова,  д.27",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Кирова,Дом, д.27,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Кирова,  д.30",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Кирова,Дом, д.30,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Комбинат,  д.1",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Комбинат,Дом, д.1,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Комбинат,  д.3",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Комбинат,Дом, д.3,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Комбинат,  д.7",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Комбинат,Дом, д.7,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Комбинат,  д.16",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Комбинат,Дом, д.16,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Комбинат,  д.21",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Комбинат,Дом, д.21,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Комбинат,  д.24",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Комбинат,Дом, д.24,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Комбинат,  д.25",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Комбинат,Дом, д.25,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Комбинат,  д.30А",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Комбинат,Дом, д.30А,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Комбинат,  д.35",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Комбинат,Дом, д.35,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Комбинат,  д.36",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Комбинат,Дом, д.36,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Комбинат,  д.37",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Комбинат,Дом, д.37,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Комбинат,  д.38",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Комбинат,Дом, д.38,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Комбинат,  д.39",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Комбинат,Дом, д.39,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Комбинат,  д.40",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Комбинат,Дом, д.40,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Комбинат,  д.41",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Комбинат,Дом, д.41,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Комбинат,  д.42",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Комбинат,Дом, д.42,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Комбинат,  д.43",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Комбинат,Дом, д.43,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Комбинат,  д.44",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Комбинат,Дом, д.44,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Комбинат,  д.46",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Комбинат,Дом, д.46,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Комбинат,  д.49",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Комбинат,Дом, д.49,,
"Московская обл., Богородский МР, р.п. Обухово, Кудиновское ш.,  д.3",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,Кудиновское ш.,Дом, д.3,,
"Московская обл., Богородский МР, р.п. Обухово, Кудиновское ш.,  д.5",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,Кудиновское ш.,Дом, д.5,,
"Московская обл., Богородский МР, р.п. Обухово, Кудиновское ш.,  д.7",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,Кудиновское ш.,Дом, д.7,,
"Московская обл., Богородский МР, р.п. Обухово, Кудиновское ш.,  д.9",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,Кудиновское ш.,Дом, д.9,,
"Московская обл., Богородский МР, р.п. Обухово, Кудиновское ш.,  д.11",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,Кудиновское ш.,Дом, д.11,,
"Московская обл., Богородский МР, р.п. Обухово, Кудиновское ш.,  д.16",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,Кудиновское ш.,Дом, д.16,,
"Московская обл., Богородский МР, р.п. Обухово, Кудиновское ш.,  д.18",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,Кудиновское ш.,Дом, д.18,,
"Московская обл., Богородский МР, р.п. Обухово, Кудиновское ш.,  д.20",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,Кудиновское ш.,Дом, д.20,,
"Московская обл., Богородский МР, р.п. Обухово, Кудиновское ш.,  д.22",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,Кудиновское ш.,Дом, д.22,,
"Московская обл., Богородский МР, р.п. Обухово, Кудиновское ш.,  д.24",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,Кудиновское ш.,Дом, д.24,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.1А",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.1А,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.1а/б",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.1а/б,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.2",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.2,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.2а/б",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.2а/б,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.4",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.4,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.5",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.5,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.5ф",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.5ф,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.7ф",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.7ф,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.9ф",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.9ф,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.10",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.10,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.12",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.12,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.13",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.13,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.14",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.14,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.16",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.16,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.17",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.17,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.18",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.18,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.20",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.20,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.21",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.21,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.21А",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.21А,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.22",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.22,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.23",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.23,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.24",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.24,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.26",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.26,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.30",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.30,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.31",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.31,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.32",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.32,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.33",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.33,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.34",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.34,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.34А",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.34А,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.35",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.35,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.36",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.36,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.38",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.38,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Ленина,  д.81",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Ленина,Дом, д.81,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Луговая,  д.1",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Луговая,Дом, д.1,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Луговая,  д.3",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Луговая,Дом, д.3,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Луговая,  д.5",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Луговая,Дом, д.5,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Луговая,  д.5А",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Луговая,Дом, д.5А,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Луговая,  д.7",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Луговая,Дом, д.7,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Луговая,  д.9",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Луговая,Дом, д.9,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Луговая,  д.12",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Луговая,Дом, д.12,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Московская,  д.1",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Московская,Дом, д.1,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Московская,  д.2",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Московская,Дом, д.2,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Московская,  д.3",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Московская,Дом, д.3,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Октябрьская,  д.5",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Октябрьская,Дом, д.5,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Почтовая,  д.5",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Почтовая,Дом, д.5,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Почтовая,  д.10",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Почтовая,Дом, д.10,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Почтовая,  д.14",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Почтовая,Дом, д.14,,
