id дома,Наименование адреса,УДАЛИТЬ!,Тип (дом/бизнес-центр),Наименование сегмента,GUID
2493,"Московская обл., Раменский г.о., п. Электроизолятор, д.9",,МКД,"Раменский г.о., п. Электроизолятор",146F58C6-BA55-11E7-8E30-FE5F11EEAB0E
3720,"Московская обл., Раменский г.о., п. Электроизолятор, д.ПОДСТАНЦИИ",,МКД,"Раменский г.о., п. Электроизолятор",E8E0DD10-1B1C-11E7-AA33-E1F0683AEA17
70875,"Московская обл., Раменский г.о., пос. Быково, ул. Без названия, д. 4а",1,МКД,Без названия,
3570,"Московская обл., Раменский г.о., рп. Быково, пер. Прудовый, д.1",,МКД,"Раменский г.о., рп. Быково, пер. Прудовый",FF523C0C-BA53-11E7-8E30-FE5F11EEAB0E
2373,"Московская обл., Раменский г.о., рп. Быково, пер. Садовый, д.10",,МКД,"Раменский г.о., рп. Быково, пер. Садовый",AAC8DA3C-BA54-11E7-8E30-FE5F11EEAB0E
2446,"Московская обл., Раменский г.о., рп. Быково, ул. Аэропортовская, д.1",,МКД,"Раменский г.о., рп. Быково, ул. Аэропортовская",EB4B3AA0-BA54-11E7-8E30-FE5F11EEAB0E
3336,"Московская обл., Раменский г.о., рп. Быково, ул. Аэропортовская, д.10",,МКД,"Раменский г.о., рп. Быково, ул. Аэропортовская",18FD88F6-BA53-11E7-91AA-FE5F11EEAB0E
2455,"Московская обл., Раменский г.о., рп. Быково, ул. Аэропортовская, д.11",,МКД,"Раменский г.о., рп. Быково, ул. Аэропортовская",F0B334F2-BA54-11E7-8E30-FE5F11EEAB0E
2463,"Московская обл., Раменский г.о., рп. Быково, ул. Аэропортовская, д.12",,МКД,"Раменский г.о., рп. Быково, ул. Аэропортовская",FAC88EBA-BA54-11E7-8E30-FE5F11EEAB0E
2362,"Московская обл., Раменский г.о., рп. Быково, ул. Аэропортовская, д.3",,МКД,"Раменский г.о., рп. Быково, ул. Аэропортовская",A38D06EE-BA54-11E7-8E30-FE5F11EEAB0E
2866,"Московская обл., Раменский г.о., рп. Быково, ул. Аэропортовская, д.4",,МКД,"Раменский г.о., рп. Быково, ул. Аэропортовская",70B04658-BA51-11E7-B26E-FE5F11EEAB0E
3477,"Московская обл., Раменский г.о., рп. Быково, ул. Аэропортовская, д.5",,МКД,"Раменский г.о., рп. Быково, ул. Аэропортовская",B2E7EBD2-BA53-11E7-8E30-FE5F11EEAB0E
2712,"Московская обл., Раменский г.о., рп. Быково, ул. Аэропортовская, д.6",,МКД,"Раменский г.о., рп. Быково, ул. Аэропортовская",E375C812-BA50-11E7-AF58-FE5F11EEAB0E
2824,"Московская обл., Раменский г.о., рп. Быково, ул. Аэропортовская, д.7",,МКД,"Раменский г.о., рп. Быково, ул. Аэропортовская",49DD279E-BA51-11E7-B69D-FE5F11EEAB0E
2709,"Московская обл., Раменский г.о., рп. Быково, ул. Аэропортовская, д.8",,МКД,"Раменский г.о., рп. Быково, ул. Аэропортовская",E09FC5A2-BA50-11E7-AF58-FE5F11EEAB0E
3666,"Московская обл., Раменский г.о., рп. Быково, ул. Аэропортовская, д.9",,МКД,"Раменский г.о., рп. Быково, ул. Аэропортовская",65210F18-BA54-11E7-8E30-FE5F11EEAB0E
2453,"Московская обл., Раменский г.о., рп. Быково, ул. Береговая, д.1",,МКД,"Раменский г.о., рп. Быково, ул. Береговая",EE5AF35C-BA54-11E7-8E30-FE5F11EEAB0E
3033,"Московская обл., Раменский г.о., рп. Быково, ул. Береговая, д.2",,МКД,"Раменский г.о., рп. Быково, ул. Береговая",F452A1FE-BA51-11E7-BC29-FE5F11EEAB0E
3058,"Московская обл., Раменский г.о., рп. Быково, ул. Верхняя, д.27",,МКД,"Раменский г.о., рп. Быково, ул. Верхняя",0869DB6C-BA52-11E7-BC29-FE5F11EEAB0E
3139,"Московская обл., Раменский г.о., рп. Быково, ул. Верхняя, д.33",,МКД,"Раменский г.о., рп. Быково, ул. Верхняя",55AAE312-BA52-11E7-BC29-FE5F11EEAB0E
2798,"Московская обл., Раменский г.о., рп. Быково, ул. Долевая, д.8",,МКД,"Раменский г.о., рп. Быково, ул. Долевая",315E1782-BA51-11E7-A5A8-FE5F11EEAB0E
2531,"Московская обл., Раменский г.о., рп. Быково, ул. Карла Маркса, д.28",,МКД,"Раменский г.о., рп. Быково, ул. Карла Маркса",380CFE14-BA55-11E7-8E30-FE5F11EEAB0E
3657,"Московская обл., Раменский г.о., рп. Быково, ул. Карла Маркса, д.38а",,МКД,"Раменский г.о., рп. Быково, ул. Карла Маркса",5B5E9B9E-BA54-11E7-8E30-FE5F11EEAB0E
2871,"Московская обл., Раменский г.о., рп. Быково, ул. Карла Маркса, д.42",,МКД,"Раменский г.о., рп. Быково, ул. Карла Маркса",737CB7F4-BA51-11E7-9CD7-FE5F11EEAB0E
3396,"Московская обл., Раменский г.о., рп. Быково, ул. Карла Маркса, д.44",,МКД,"Раменский г.о., рп. Быково, ул. Карла Маркса",5E6EE164-BA53-11E7-AC63-FE5F11EEAB0E
3042,"Московская обл., Раменский г.о., рп. Быково, ул. Карла Маркса, д.44а",,МКД,"Раменский г.о., рп. Быково, ул. Карла Маркса",FB49154C-BA51-11E7-BC29-FE5F11EEAB0E
2431,"Московская обл., Раменский г.о., рп. Быково, ул. Леволинейная, д.46/3",,МКД,"Раменский г.о., рп. Быково, ул. Леволинейная",0BE0AF46-32F4-11E6-97BE-61D3C711C228
3180,"Московская обл., Раменский г.о., рп. Быково, ул. Леволинейная, д.46/4",,МКД,"Раменский г.о., рп. Быково, ул. Леволинейная",0E585C06-32F4-11E6-97BE-61D3C711C228
3391,"Московская обл., Раменский г.о., рп. Быково, ул. Леволинейная, д.46к1",,МКД,"Раменский г.о., рп. Быково, ул. Леволинейная",0D1B8854-32F4-11E6-97BE-61D3C711C228
2477,"Московская обл., Раменский г.о., рп. Быково, ул. Леволинейная, д.47",,МКД,"Раменский г.о., рп. Быково, ул. Леволинейная",08D1E45C-BA55-11E7-8E30-FE5F11EEAB0E
3276,"Московская обл., Раменский г.о., рп. Быково, ул. Леволинейная, д.48",,МКД,"Раменский г.о., рп. Быково, ул. Леволинейная",DF6E51A6-BA52-11E7-82E8-FE5F11EEAB0E
2495,"Московская обл., Раменский г.о., рп. Быково, ул. Маяковская, д.6/1",,МКД,"Раменский г.о., рп. Быково, ул. Маяковская",2885544A-3A0A-11E6-B0CB-59B6C711C228
2746,"Московская обл., Раменский г.о., рп. Быково, ул. Маяковская, д.6/2",,МКД,"Раменский г.о., рп. Быково, ул. Маяковская",AE94063E-32F4-11E6-B7DA-61D3C711C228
3152,"Московская обл., Раменский г.о., рп. Быково, ул. Маяковская, д.6/4",,МКД,"Раменский г.о., рп. Быково, ул. Маяковская",AF1732C0-32F4-11E6-B7DA-61D3C711C228
3005,"Московская обл., Раменский г.о., рп. Быково, ул. Маяковская, д.6к3",,МКД,"Раменский г.о., рп. Быково, ул. Маяковская",AEDB34DC-32F4-11E6-B7DA-61D3C711C228
2649,"Московская обл., Раменский г.о., рп. Быково, ул. Опаринская, д.1",,МКД,"Раменский г.о., рп. Быково, ул. Опаринская",A0F44676-BA50-11E7-9D35-FE5F11EEAB0E
3335,"Московская обл., Раменский г.о., рп. Быково, ул. Опаринская, д.3к1",,МКД,"Раменский г.о., рп. Быково, ул. Опаринская",18A3AB1A-BA53-11E7-91AA-FE5F11EEAB0E
2741,"Московская обл., Раменский г.о., рп. Быково, ул. Опаринская, д.3к2",,МКД,"Раменский г.о., рп. Быково, ул. Опаринская",FBCC0264-BA50-11E7-A9F8-FE5F11EEAB0E
3655,"Московская обл., Раменский г.о., рп. Быково, ул. Параллельная, д.10",,МКД,"Раменский г.о., рп. Быково, ул. Параллельная",584FC6BC-BA54-11E7-8E30-FE5F11EEAB0E
3315,"Московская обл., Раменский г.о., рп. Быково, ул. Параллельная, д.6",,МКД,"Раменский г.о., рп. Быково, ул. Параллельная",0645EC8A-BA53-11E7-ABE2-FE5F11EEAB0E
2994,"Московская обл., Раменский г.о., рп. Быково, ул. Параллельная, д.7",,МКД,"Раменский г.о., рп. Быково, ул. Параллельная",D3F36A24-BA51-11E7-BC29-FE5F11EEAB0E
2825,"Московская обл., Раменский г.о., рп. Быково, ул. Первомайская, д.20д",,МКД,"Раменский г.о., рп. Быково, ул. Первомайская",4AAB45DE-BA51-11E7-AA18-FE5F11EEAB0E
2459,"Московская обл., Раменский г.о., рп. Быково, ул. Первомайская, д.29/2",,МКД,"Раменский г.о., рп. Быково, ул. Первомайская",F694C390-BA54-11E7-8E30-FE5F11EEAB0E
3179,"Московская обл., Раменский г.о., рп. Быково, ул. Первомайская, д.29/3",,МКД,"Раменский г.о., рп. Быково, ул. Первомайская",82960190-BA52-11E7-BC29-FE5F11EEAB0E
2352,"Московская обл., Раменский г.о., рп. Быково, ул. Первомайская, д.29/5",,МКД,"Раменский г.о., рп. Быково, ул. Первомайская",9781C344-BA54-11E7-8E30-FE5F11EEAB0E
2429,"Московская обл., Раменский г.о., рп. Быково, ул. Первомайская, д.29/6",,МКД,"Раменский г.о., рп. Быково, ул. Первомайская",DB63BDB0-BA54-11E7-8E30-FE5F11EEAB0E
2320,"Московская обл., Раменский г.о., рп. Быково, ул. Первомайская, д.29/7",,МКД,"Раменский г.о., рп. Быково, ул. Первомайская",5C082D0C-BA50-11E7-98AD-FE5F11EEAB0E
3582,"Московская обл., Раменский г.о., рп. Быково, ул. Первомайская, д.29/8",,МКД,"Раменский г.о., рп. Быково, ул. Первомайская",0EC87228-BA54-11E7-8E30-FE5F11EEAB0E
2772,"Московская обл., Раменский г.о., рп. Быково, ул. Первомайская, д.33/19б",,МКД,"Раменский г.о., рп. Быково, ул. Первомайская",1CBB77B6-BA51-11E7-AB80-FE5F11EEAB0E
3835,"Московская обл., Раменский г.о., рп. Быково, ул. Первомайская, д.33/19В",,МКД,"Раменский г.о., рп. Быково, ул. Первомайская",5683F0CC-EC2E-11E7-BFB2-12DCD5FACC35
3859,"Московская обл., Раменский г.о., рп. Быково, ул. Полевая, д.1",,МКД,"Раменский г.о., рп. Быково, ул. Полевая",F7D475CE-BA55-11E7-B286-FE5F11EEAB0E
3313,"Московская обл., Раменский г.о., рп. Быково, ул. Полевая, д.3",,МКД,"Раменский г.о., рп. Быково, ул. Полевая",03134E86-BA53-11E7-ABE2-FE5F11EEAB0E
2884,"Московская обл., Раменский г.о., рп. Быково, ул. Полевая, д.5",,МКД,"Раменский г.о., рп. Быково, ул. Полевая",7D3138A6-BA51-11E7-87AF-FE5F11EEAB0E
2692,"Московская обл., Раменский г.о., рп. Быково, ул. Праволинейная, д.28",,МКД,"Раменский г.о., рп. Быково, ул. Праволинейная",D523249E-BA50-11E7-B727-FE5F11EEAB0E
3454,"Московская обл., Раменский г.о., рп. Быково, ул. Прудовая, д.11",,МКД,"Раменский г.о., рп. Быково, ул. Прудовая",A3F628E6-BA53-11E7-8E30-FE5F11EEAB0E
2856,"Московская обл., Раменский г.о., рп. Быково, ул. Прудовая, д.11а",,МКД,"Раменский г.о., рп. Быково, ул. Прудовая",6B8EC1FE-BA51-11E7-BAF9-FE5F11EEAB0E
3017,"Московская обл., Раменский г.о., рп. Быково, ул. Прудовая, д.13",,МКД,"Раменский г.о., рп. Быково, ул. Прудовая",EBCEA6FE-BA51-11E7-BC29-FE5F11EEAB0E
3672,"Московская обл., Раменский г.о., рп. Быково, ул. Прудовая, д.17",,МКД,"Раменский г.о., рп. Быково, ул. Прудовая",6C123D7E-BA54-11E7-8E30-FE5F11EEAB0E
2860,"Московская обл., Раменский г.о., рп. Быково, ул. Прудовая, д.17а",,МКД,"Раменский г.о., рп. Быково, ул. Прудовая",6DAD6D1E-BA51-11E7-A483-FE5F11EEAB0E
2744,"Московская обл., Раменский г.о., рп. Быково, ул. Прудовая, д.26А",,МКД,"Раменский г.о., рп. Быково, ул. Прудовая",0132DCA0-BA51-11E7-A9F8-FE5F11EEAB0E
2522,"Московская обл., Раменский г.о., рп. Быково, ул. Прудовая, д.9",,МКД,"Раменский г.о., рп. Быково, ул. Прудовая",2FEE4ADA-BA55-11E7-8E30-FE5F11EEAB0E
3409,"Московская обл., Раменский г.о., рп. Быково, ул. Советская, д.20",,МКД,"Раменский г.о., рп. Быково, ул. Советская",7483C7B2-BA53-11E7-8E30-FE5F11EEAB0E
74717,"Московская обл., Раменский г.о., рп. Быково, ул. Советская, д.21",,МКД,"Раменский г.о., рп. Быково, ул. Советская",
3219,"Московская обл., Раменский г.о., рп. Быково, ул. Советская, д.22",,МКД,"Раменский г.о., рп. Быково, ул. Советская",AF8A7AA0-BA52-11E7-AE28-FE5F11EEAB0E
2949,"Московская обл., Раменский г.о., рп. Быково, ул. Советская, д.24",,МКД,"Раменский г.о., рп. Быково, ул. Советская",B8A9184A-BA51-11E7-BC29-FE5F11EEAB0E
3621,"Московская обл., Раменский г.о., рп. Быково, ул. Советская, д.26",,МКД,"Раменский г.о., рп. Быково, ул. Советская",31109586-BA54-11E7-8E30-FE5F11EEAB0E
3413,"Московская обл., Раменский г.о., рп. Быково, ул. Советская, д.28",,МКД,"Раменский г.о., рп. Быково, ул. Советская",79F99A1E-BA53-11E7-8E30-FE5F11EEAB0E
3561,"Московская обл., Раменский г.о., рп. Быково, ул. Советская, д.30",,МКД,"Раменский г.о., рп. Быково, ул. Советская",F8EA246A-BA53-11E7-8E30-FE5F11EEAB0E
2329,"Московская обл., Раменский г.о., рп. Быково, ул. Чапаева, д.1",,МКД,"Раменский г.о., рп. Быково, ул. Чапаева",686BEADE-BA50-11E7-98AD-FE5F11EEAB0E
3429,"Московская обл., Раменский г.о., рп. Быково, ул. Чапаева, д.3",,МКД,"Раменский г.о., рп. Быково, ул. Чапаева",857650BC-BA53-11E7-8E30-FE5F11EEAB0E
2841,"Московская обл., Раменский г.о., рп. Быково, ул. Чапаева, д.4",,МКД,"Раменский г.о., рп. Быково, ул. Чапаева",5D8EABC8-BA51-11E7-BFBA-FE5F11EEAB0E
3162,"Московская обл., Раменский г.о., рп. Быково, ул. Чапаева, д.5",,МКД,"Раменский г.о., рп. Быково, ул. Чапаева",7411AFC0-BA52-11E7-BC29-FE5F11EEAB0E
3449,"Московская обл., Раменский г.о., рп. Быково, ул. Чапаева, д.7",,МКД,"Раменский г.о., рп. Быково, ул. Чапаева",973DF14C-BA53-11E7-8E30-FE5F11EEAB0E
2761,"Московская обл., Раменский г.о., рп. Быково, ул. Чкалова, д.1",,МКД,"Раменский г.о., рп. Быково, ул. Чкалова",113ABA00-BA51-11E7-B2FB-FE5F11EEAB0E
2386,"Московская обл., Раменский г.о., рп. Быково, ул. Чкалова, д.2",,МКД,"Раменский г.о., рп. Быково, ул. Чкалова",B47B168A-BA54-11E7-8E30-FE5F11EEAB0E
3105,"Московская обл., Раменский г.о., рп. Быково, ул. Чкалова, д.3",,МКД,"Раменский г.о., рп. Быково, ул. Чкалова",338A671C-BA52-11E7-BC29-FE5F11EEAB0E
3712,"Московская обл., Раменский г.о., рп. Быково, ул. Чкалова, д.4",,МКД,"Раменский г.о., рп. Быково, ул. Чкалова",922E664A-BA54-11E7-8E30-FE5F11EEAB0E
2738,"Московская обл., Раменский г.о., рп. Быково, ул. Чкалова, д.5",,МКД,"Раменский г.о., рп. Быково, ул. Чкалова",F98D0F70-BA50-11E7-A9F8-FE5F11EEAB0E
3270,"Московская обл., Раменский г.о., рп. Быково, ул. Чкалова, д.6",,МКД,"Раменский г.о., рп. Быково, ул. Чкалова",DB5B9E2A-BA52-11E7-8100-FE5F11EEAB0E
3265,"Московская обл., Раменский г.о., рп. Быково, ул. Чкалова, д.7",,МКД,"Раменский г.о., рп. Быково, ул. Чкалова",D896C994-BA52-11E7-B693-FE5F11EEAB0E
2526,"Московская обл., Раменский г.о., рп. Быково, ул. Школьная, д.38",,МКД,"Раменский г.о., рп. Быково, ул. Школьная",33C12E34-BA55-11E7-8E30-FE5F11EEAB0E
2443,"Московская обл., Раменский г.о., рп. Быково, ул. Школьная, д.38а",,МКД,"Раменский г.о., рп. Быково, ул. Школьная",E88AB78C-BA54-11E7-8E30-FE5F11EEAB0E
3774,"Московская обл., Раменский г.о., рп. Быково, ул. Школьная, д.38б",,МКД,"Раменский г.о., рп. Быково, ул. Школьная",F7FEC5CC-BA55-11E7-B286-FE5F11EEAB0E
3694,"Московская обл., Раменский г.о., рп. Быково, ул. Школьная, д.44",,МКД,"Раменский г.о., рп. Быково, ул. Школьная",80DCD160-BA54-11E7-8E30-FE5F11EEAB0E
3254,"Московская обл., Раменский г.о., рп. Быково, ул. Щорса, д.11",,МКД,"Раменский г.о., рп. Быково, ул. Щорса",CC415024-BA52-11E7-BCE3-FE5F11EEAB0E
3205,"Московская обл., Раменский г.о., рп. Быково, ул. Щорса, д.12",,МКД,"Раменский г.о., рп. Быково, ул. Щорса",A489D3F8-BA52-11E7-A3C4-FE5F11EEAB0E
3381,"Московская обл., Раменский г.о., рп. Быково, ул. Щорса, д.15",,МКД,"Раменский г.о., рп. Быково, ул. Щорса",4ED55BFC-BA53-11E7-9815-FE5F11EEAB0E
3616,"Московская обл., Раменский г.о., рп. Быково, ул. Щорса, д.1А",,МКД,"Раменский г.о., рп. Быково, ул. Щорса",2BEF68F2-BA54-11E7-8E30-FE5F11EEAB0E
2996,"Московская обл., Раменский г.о., рп. Быково, ул. Щорса, д.2",,МКД,"Раменский г.о., рп. Быково, ул. Щорса",D6D1C808-BA51-11E7-BC29-FE5F11EEAB0E
3116,"Московская обл., Раменский г.о., рп. Быково, ул. Щорса, д.4а",,МКД,"Раменский г.о., рп. Быково, ул. Щорса",413ACF0A-BA52-11E7-BC29-FE5F11EEAB0E
3199,"Московская обл., Раменский г.о., рп. Быково, ул. Щорса, д.9",,МКД,"Раменский г.о., рп. Быково, ул. Щорса",9C8257F2-BA52-11E7-BC29-FE5F11EEAB0E
2974,"Московская обл., Раменский г.о., рп. Ильинский, пер. Гражданский, д.5",,МКД,"Раменский г.о., рп. Ильинский, пер. Гражданский",C80B521C-BA51-11E7-BC29-FE5F11EEAB0E
3020,"Московская обл., Раменский г.о., рп. Ильинский, пер. Гражданский, д.5/2",,МКД,"Раменский г.о., рп. Ильинский, пер. Гражданский",EC582898-BA51-11E7-BC29-FE5F11EEAB0E
3070,"Московская обл., Раменский г.о., рп. Ильинский, пер. Гражданский, д.7",,МКД,"Раменский г.о., рп. Ильинский, пер. Гражданский",144C6648-BA52-11E7-BC29-FE5F11EEAB0E
2778,"Московская обл., Раменский г.о., рп. Ильинский, ул. Интернациональная, д.22",,МКД,"Раменский г.о., рп. Ильинский, ул. Интернациональная",1EB0222E-BA51-11E7-969C-FE5F11EEAB0E
3239,"Московская обл., Раменский г.о., рп. Ильинский, ул. Ленинская, д.49",,МКД,"Раменский г.о., рп. Ильинский, ул. Ленинская",C47E87E4-BA52-11E7-8BE2-FE5F11EEAB0E
2755,"Московская обл., Раменский г.о., рп. Ильинский, ул. Ленинская, д.60",,МКД,"Раменский г.о., рп. Ильинский, ул. Ленинская",0A4B87E2-BA51-11E7-BB06-FE5F11EEAB0E
3382,"Московская обл., Раменский г.о., рп. Ильинский, ул. Московская, д.2",,МКД,"Раменский г.о., рп. Ильинский, ул. Московская",4EE5FDC2-BA53-11E7-9815-FE5F11EEAB0E
2897,"Московская обл., Раменский г.о., рп. Ильинский, ул. Московская, д.3",,МКД,"Раменский г.о., рп. Ильинский, ул. Московская",86C1A07C-BA51-11E7-9084-FE5F11EEAB0E
2715,"Московская обл., Раменский г.о., рп. Ильинский, ул. Московская, д.4",,МКД,"Раменский г.о., рп. Ильинский, ул. Московская",E4D53FC6-BA50-11E7-AF58-FE5F11EEAB0E
2500,"Московская обл., Раменский г.о., рп. Ильинский, ул. Московская, д.4/1",,МКД,"Раменский г.о., рп. Ильинский, ул. Московская",1B92ECD0-BA55-11E7-8E30-FE5F11EEAB0E
3932,"Московская обл., Раменский г.о., рп. Ильинский, ул. Московская, д.4Б",,МКД,"Раменский г.о., рп. Ильинский, ул. Московская",50BB5F12-32F4-11E6-B7DA-61D3C711C228
2938,"Московская обл., Раменский г.о., рп. Ильинский, ул. Московская, д.6",,МКД,"Раменский г.о., рп. Ильинский, ул. Московская",AFD81B12-BA51-11E7-BC29-FE5F11EEAB0E
3913,"Московская обл., Раменский г.о., рп. Ильинский, ул. Наты Бабушкиной, д.36/4",,МКД,"Раменский г.о., рп. Ильинский, ул. Наты Бабушкиной",448E405E-F740-11E6-A470-98DE683AEA17
3911,"Московская обл., Раменский г.о., рп. Ильинский, ул. Наты Бабушкиной, д.36/6",,МКД,"Раменский г.о., рп. Ильинский, ул. Наты Бабушкиной",4489B5D4-F740-11E6-A470-98DE683AEA17
2548,"Московская обл., Раменский г.о., рп. Ильинский, ул. Наты Бабушкиной, д.36к1",,МКД,"Раменский г.о., рп. Ильинский, ул. Наты Бабушкиной",56AF3670-BA55-11E7-8E30-FE5F11EEAB0E
3907,"Московская обл., Раменский г.о., рп. Ильинский, ул. Наты Бабушкиной, д.36к10",,МКД,"Раменский г.о., рп. Ильинский, ул. Наты Бабушкиной",44A98EB8-F740-11E6-A470-98DE683AEA17
3909,"Московская обл., Раменский г.о., рп. Ильинский, ул. Наты Бабушкиной, д.36к2",,МКД,"Раменский г.о., рп. Ильинский, ул. Наты Бабушкиной",44A1212E-F740-11E6-A470-98DE683AEA17
3908,"Московская обл., Раменский г.о., рп. Ильинский, ул. Наты Бабушкиной, д.36к3",,МКД,"Раменский г.о., рп. Ильинский, ул. Наты Бабушкиной",449C9438-F740-11E6-A470-98DE683AEA17
3910,"Московская обл., Раменский г.о., рп. Ильинский, ул. Наты Бабушкиной, д.36к5",,МКД,"Раменский г.о., рп. Ильинский, ул. Наты Бабушкиной",448520AA-F740-11E6-A470-98DE683AEA17
3912,"Московская обл., Раменский г.о., рп. Ильинский, ул. Наты Бабушкиной, д.36к7",,МКД,"Раменский г.о., рп. Ильинский, ул. Наты Бабушкиной",44B0D48E-F740-11E6-A470-98DE683AEA17
3914,"Московская обл., Раменский г.о., рп. Ильинский, ул. Наты Бабушкиной, д.36к8",,МКД,"Раменский г.о., рп. Ильинский, ул. Наты Бабушкиной",44929852-F740-11E6-A470-98DE683AEA17
3915,"Московская обл., Раменский г.о., рп. Ильинский, ул. Наты Бабушкиной, д.36к9",,МКД,"Раменский г.о., рп. Ильинский, ул. Наты Бабушкиной",44A55AF0-F740-11E6-A470-98DE683AEA17
3764,"Московская обл., Раменский г.о., рп. Ильинский, ул. Октябрьская, д.47/1",,МКД,"Раменский г.о., рп. Ильинский, ул. Октябрьская",F7BE9D12-BA55-11E7-B286-FE5F11EEAB0E
2334,"Московская обл., Раменский г.о., рп. Ильинский, ул. Октябрьская, д.57к1",,МКД,"Раменский г.о., рп. Ильинский, ул. Октябрьская",50ECFD60-32F4-11E6-B7DA-61D3C711C228
2659,"Московская обл., Раменский г.о., рп. Ильинский, ул. Октябрьская, д.57к2",,МКД,"Раменский г.о., рп. Ильинский, ул. Октябрьская",511E2138-32F4-11E6-B7DA-61D3C711C228
3578,"Московская обл., Раменский г.о., рп. Ильинский, ул. Октябрьская, д.57к3",,МКД,"Раменский г.о., рп. Ильинский, ул. Октябрьская",514F2440-32F4-11E6-B7DA-61D3C711C228
3634,"Московская обл., Раменский г.о., рп. Ильинский, ул. Октябрьская, д.58",,МКД,"Раменский г.о., рп. Ильинский, ул. Октябрьская",40CB1B7C-BA54-11E7-8E30-FE5F11EEAB0E
3511,"Московская обл., Раменский г.о., рп. Ильинский, ул. Октябрьская, д.59",,МКД,"Раменский г.о., рп. Ильинский, ул. Октябрьская",CD51FDF0-BA53-11E7-8E30-FE5F11EEAB0E
3263,"Московская обл., Раменский г.о., рп. Ильинский, ул. Октябрьская, д.59к1",,МКД,"Раменский г.о., рп. Ильинский, ул. Октябрьская",517C9F06-32F4-11E6-B7DA-61D3C711C228
2406,"Московская обл., Раменский г.о., рп. Ильинский, ул. Октябрьская, д.59к3",,МКД,"Раменский г.о., рп. Ильинский, ул. Октябрьская",51AB5A1C-32F4-11E6-B7DA-61D3C711C228
3565,"Московская обл., Раменский г.о., рп. Ильинский, ул. Октябрьская, д.59к4",,МКД,"Раменский г.о., рп. Ильинский, ул. Октябрьская",51D97AF0-32F4-11E6-B7DA-61D3C711C228
3232,"Московская обл., Раменский г.о., рп. Ильинский, ул. Октябрьская, д.60",,МКД,"Раменский г.о., рп. Ильинский, ул. Октябрьская",BB5B12CC-BA52-11E7-B239-FE5F11EEAB0E
2869,"Московская обл., Раменский г.о., рп. Ильинский, ул. Октябрьская, д.62",,МКД,"Раменский г.о., рп. Ильинский, ул. Октябрьская",7331258C-BA51-11E7-9CD7-FE5F11EEAB0E
3690,"Московская обл., Раменский г.о., рп. Ильинский, ул. Октябрьская, д.62а",,МКД,"Раменский г.о., рп. Ильинский, ул. Октябрьская",7E19D40A-BA54-11E7-8E30-FE5F11EEAB0E
3072,"Московская обл., Раменский г.о., рп. Ильинский, ул. Октябрьская, д.64",,МКД,"Раменский г.о., рп. Ильинский, ул. Октябрьская",163702EC-BA52-11E7-BC29-FE5F11EEAB0E
2882,"Московская обл., Раменский г.о., рп. Ильинский, ул. Октябрьская, д.64а",,МКД,"Раменский г.о., рп. Ильинский, ул. Октябрьская",7B591BC0-BA51-11E7-9812-FE5F11EEAB0E
2464,"Московская обл., Раменский г.о., рп. Ильинский, ул. Октябрьская, д.66",,МКД,"Раменский г.о., рп. Ильинский, ул. Октябрьская",FB03BF12-BA54-11E7-8E30-FE5F11EEAB0E
2811,"Московская обл., Раменский г.о., рп. Ильинский, ул. Октябрьская, д.68",,МКД,"Раменский г.о., рп. Ильинский, ул. Октябрьская",3FB9F4F4-BA51-11E7-A449-FE5F11EEAB0E
2800,"Московская обл., Раменский г.о., рп. Ильинский, ул. Октябрьская, д.70",,МКД,"Раменский г.о., рп. Ильинский, ул. Октябрьская",3469A608-BA51-11E7-8FAA-FE5F11EEAB0E
2808,"Московская обл., Раменский г.о., рп. Ильинский, ул. Опаринская, д.4",,МКД,"Раменский г.о., рп. Ильинский, ул. Опаринская",3A3D5C46-BA51-11E7-A7C7-FE5F11EEAB0E
2318,"Московская обл., Раменский г.о., рп. Ильинский, ул. Опаринская, д.4к1",,МКД,"Раменский г.о., рп. Ильинский, ул. Опаринская",51FF5EF0-32F4-11E6-B7DA-61D3C711C228
3706,"Московская обл., Раменский г.о., рп. Ильинский, ул. Опаринская, д.4к2",,МКД,"Раменский г.о., рп. Ильинский, ул. Опаринская",5223964E-32F4-11E6-B7DA-61D3C711C228
3153,"Московская обл., Раменский г.о., рп. Ильинский, ул. Опаринская, д.4к3",,МКД,"Раменский г.о., рп. Ильинский, ул. Опаринская",52482874-32F4-11E6-B7DA-61D3C711C228
3574,"Московская обл., Раменский г.о., рп. Ильинский, ул. Опаринская, д.72",,МКД,"Раменский г.о., рп. Ильинский, ул. Опаринская",03C148DC-BA54-11E7-8E30-FE5F11EEAB0E
3784,"Московская обл., Раменский г.о., рп. Ильинский, ул. Опаринская, д.72Ак1",,МКД,"Раменский г.о., рп. Ильинский, ул. Опаринская",A187C904-C348-11E7-93B4-AD3CED3D7FE6
3917,"Московская обл., Раменский г.о., рп. Ильинский, ул. Опаринская, д.72Ак2",,МКД,"Раменский г.о., рп. Ильинский, ул. Опаринская",45E01DC2-D44B-11E7-B463-A88752652DDD
2924,"Московская обл., Раменский г.о., рп. Ильинский, ул. Опаринская, д.72б",,МКД,"Раменский г.о., рп. Ильинский, ул. Опаринская",A4BEE328-BA51-11E7-82E8-FE5F11EEAB0E
